"id"	"name"	"synonym"	"def"	"is_a"	"xref"	"relationship"	"comment"	"is_obsolete"	"replaced_by"	"property_value"	"other"
"MS:1000630"	"data processing parameter"	NA	"\"Data processing parameter used in the data processing performed on the data file.\" [PSI:MS]"	NA	NA	"part_of MS:1001458 ! spectrum generation information"	NA	FALSE	NA	NA	NA
"MS:1000631"	"high intensity threshold"	NA	"\"Threshold above which some action is taken.\" [PSI:MS]"	"MS:1000630 ! data processing parameter"	"value-type:xsd\:float \"The allowed value-type for this CV term.\""	"has_units MS:1000131 ! number of detector counts; has_units MS:1000132 ! percent of base peak; has_units MS:1000814 ! counts per second; has_units MS:1000905 ! percent of base peak times 100; has_units UO:0000269 ! absorbance unit; has_value_type xsd\:float ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000632"	"Q-Tof Premier"	NA	"\"Waters oa-ToF based Q-Tof Premier.\" [PSI:MS]"	"MS:1000126 ! Waters instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000633"	"possible charge state"	NA	"\"A possible charge state of the ion in a situation where the charge of an ion is known to be one of several possible values rather than a completely unknown value or determined to be a specific charge with reasonable certainty.\" [PSI:MS]"	"MS:1000455 ! ion selection attribute"	"value-type:xsd\:int \"The allowed value-type for this CV term.\""	"has_value_type xsd\:int ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000634"	"DSQ"	NA	"\"ThermoFinnigan DSQ GC-MS.\" [PSI:MS]"	"MS:1000125 ! Thermo Finnigan instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000635"	"ITQ 700"	NA	"\"Thermo Scientific ITQ 700 GC-MS.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000636"	"ITQ 900"	NA	"\"Thermo Scientific ITQ 900 GC-MS.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000637"	"ITQ 1100"	NA	"\"Thermo Scientific ITQ 1100 GC-MS.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000638"	"LTQ XL ETD"	NA	"\"Thermo Scientific LTQ XL MS with ETD.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000639"	"LTQ Orbitrap XL ETD"	NA	"\"Thermo Scientific LTQ Orbitrap XL MS with ETD.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000640"	"DFS"	NA	"\"Thermo Scientific DFS HR GC-MS.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000641"	"DSQ II"	NA	"\"Thermo Scientific DSQ II GC-MS.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000642"	"MALDI LTQ XL"	NA	"\"Thermo Scientific MALDI LTQ XL MS.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000643"	"MALDI LTQ Orbitrap"	NA	"\"Thermo Scientific MALDI LTQ Orbitrap MS.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000644"	"TSQ Quantum Access"	NA	"\"Thermo Scientific TSQ Quantum Access MS.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000645"	"Element XR"	NA	"\"Thermo Scientific Element XR HR-ICP-MS.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000646"	"Element 2"	NA	"\"Thermo Scientific Element 2 HR-ICP-MS.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000647"	"Element GD"	NA	"\"Thermo Scientific Element GD Glow Discharge MS.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000648"	"GC IsoLink"	NA	"\"Thermo Scientific GC IsoLink Isotope Ratio MS.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000649"	"Exactive"	NA	"\"Thermo Scientific Exactive MS.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000650"	"Proteome Discoverer"	NA	"\"Thermo Scientific software for data analysis of peptides and proteins.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000651"	"3200 QTRAP"	NA	"\"SCIEX or Applied Biosystems|MDS SCIEX QTRAP 3200.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000652"	"4800 Plus MALDI TOF/TOF"	NA	"\"SCIEX or Applied Biosystems|MDS SCIEX 4800 Plus MALDI TOF-TOF Analyzer.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000653"	"API 3200"	NA	"\"SCIEX or Applied Biosystems|MDS SCIEX API 3200 MS.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000654"	"API 5000"	NA	"\"SCIEX or Applied Biosystems|MDS SCIEX API 5000 MS.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000655"	"QSTAR Elite"	NA	"\"SCIEX or Applied Biosystems|MDS SCIEX QSTAR Elite.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000656"	"QSTAR Pulsar"	NA	"\"Applied Biosystems|MDS SCIEX QSTAR Pulsar.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000657"	"QSTAR XL"	NA	"\"Applied Biosystems|MDS SCIEX QSTAR XL.\" [PSI:MS]"	"MS:1000121 ! SCIEX instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000658"	"4800 Proteomics Analyzer"	NA	"\"Applied Biosystems|MDS SCIEX 4800 Proteomics Analyzer.\" [PSI:MS]"	"MS:1000495 ! Applied Biosystems instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000659"	"4000 Series Explorer Software"	NA	"\"SCIEX or Applied Biosystems software for data acquisition and analysis.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000661"	"GPS Explorer"	NA	"\"SCIEX or Applied Biosystems software for data acquisition and analysis.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000662"	"LightSight Software"	NA	"\"SCIEX or Applied Biosystems|MDS SCIEX software metabolite identification.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000663"	"ProteinPilot Software"	NA	"\"SCIEX or Applied Biosystems|MDS SCIEX software for protein ID and quant.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000664"	"TissueView Software"	NA	"\"Applied Biosystems|MDS SCIEX software for tissue imaging.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000665"	"MarkerView Software"	NA	"\"Applied Biosystems|MDS SCIEX software for metabolomics and biomarker profiling.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000666"	"MRMPilot Software"	NA	"\"Applied Biosystems|MDS SCIEX software for MRM assay development.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000667"	"BioAnalyst"	NA	"\"Applied Biosystems|MDS SCIEX software for bio-related data exploration.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000668"	"Pro ID"	NA	"\"Applied Biosystems|MDS SCIEX software for protein identification.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000669"	"Pro ICAT"	NA	"\"Applied Biosystems|MDS SCIEX software for protein ID and quant by ICAT.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000670"	"Pro Quant"	NA	"\"Applied Biosystems|MDS SCIEX software for protein ID and quant by iTRAQ.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000671"	"Pro BLAST"	NA	"\"Applied Biosystems|MDS SCIEX software for MS-BLAST identification.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000672"	"Cliquid"	NA	"\"SCIEX Cliquid software for data analysis and quantitation.\" [PSI:MS]"	"MS:1000690 ! SCIEX software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000673"	"MIDAS Workflow Designer"	NA	"\"Applied Biosystems|MDS SCIEX software for MRM assay development.\" [PSI:MS]"	"MS:1000690 ! SCIEX software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000674"	"MultiQuant"	NA	"\"Applied Biosystems|MDS SCIEX software for MRM-based quantitation.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000675"	"6220 Time-of-Flight LC/MS"	NA	"\"The 6220 Time-of-Flight LC/MS is a Agilent liquid chromatography instrument combined with a Agilent time of flight mass spectrometer. This time of flight mass spectrometer has a m/z range of 50-12000, mass accuracy of less than 2 ppm and resolution greater than 13,000 at m/z 2722. It has multiple ion sources and can be used with multimode ion sources.\" [PSI:MS]"	"MS:1000490 ! Agilent instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000676"	"6510 Quadrupole Time-of-Flight LC/MS"	NA	"\"The 6510 Quadrupole Time-of-Flight LC/MS is a Agilent liquid chromatography instrument combined with a Agilent time of flight mass spectrometer. This time of flight mass spectrometer has a m/z range of 50-12000, mass accuracy of less than 2 ppm and resolution greater than 13,000 at m/z 2722. It has multiple ion sources and can be used with multimode ion sources.\" [PSI:MS]"	"MS:1000490 ! Agilent instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000677"	"6520A Quadrupole Time-of-Flight LC/MS"	NA	"\"The 6520A Quadrupole Time-of-Flight LC/MS is a Agilent liquid chromatography instrument combined with a Agilent time of flight mass spectrometer. This time of flight mass spectrometer has a m/z range of 50-12000, mass accuracy of less than 2 ppm and resolution greater than 26,000 at m/z 2722. It has multiple ion sources and can be used with multimode ion sources.\" [PSI:MS]"	"MS:1000490 ! Agilent instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000678"	"MassHunter Data Acquisition"	NA	"\"Software for data acquisition of 6000 series instruments.\" [PSI:MS]"	"MS:1001455 ! acquisition software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000679"	"MassHunter Easy Access"	NA	"\"Software for open access data acquisition.\" [PSI:MS]"	"MS:1001455 ! acquisition software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000680"	"MassHunter Qualitative Analysis"	NA	"\"Software for data analysis of data from 6000 series instruments.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000681"	"MassHunter Quantitative Analysis"	NA	"\"Software for quantitation of Triple Quadrupole and Quadrupole Time-of-Flight data.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000682"	"MassHunter Metabolite ID"	NA	"\"Software for identification of metabolites.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000683"	"MassHunter BioConfirm"	NA	"\"Software for protein characterization.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000684"	"Genespring MS"	NA	"\"Software for quantitation and statistical analysis of TOF and Q-TOF LC/MS data.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000685"	"MassHunter Mass Profiler"	NA	"\"Software for quantitation and statistical analysis of TOF and Q-TOF LC/MS data.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000686"	"METLIN"	NA	"\"Personal Metabolite Database for MassHunter Workstation. Software for identification of human metabolites.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000687"	"Spectrum Mill for MassHunter Workstation"	NA	"\"Software for protein identification and characterization of complex protein digest mixtures.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000688"	"6300 Series Ion Trap Data Analysis Software"	NA	"\"Software for data analysis of 6300 series ion trap mass spectrometers.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000689"	"Agilent software"	NA	"\"Agilent software for data acquisition and analysis.\" [PSI:MS]"	"MS:1000531 ! software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000690"	"SCIEX software"	NA	"\"SCIEX or Applied Biosystems software for data acquisition and analysis.\" [PSI:MS]"	"MS:1000531 ! software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000691"	"Applied Biosystems software"	NA	"\"Applied Biosystems|MDS SCIEX software for data acquisition and analysis.\" [PSI:MS]"	"MS:1000531 ! software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000692"	"Bruker software"	NA	"\"Bruker software for data acquisition and analysis.\" [PSI:MS]"	"MS:1000531 ! software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000693"	"Thermo Finnigan software"	"\"Bioworks Browser\" RELATED []"	"\"Thermo Finnigan software for data acquisition and analysis.\" [PSI:MS]"	"MS:1000531 ! software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000694"	"Waters software"	NA	"\"Waters software for data acquisition and analysis.\" [PSI:MS]"	"MS:1000531 ! software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000695"	"apex ultra"	NA	"\"Bruker Daltonics' apex ultra: ESI, MALDI, Nanospray, APCI, APPI, Qh-FT_ICR.\" [PSI:MS]"	"MS:1001556 ! Bruker Daltonics apex series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000696"	"autoflex III smartbeam"	NA	"\"Bruker Daltonics' autoflex III smartbeam: MALDI TOF.\" [PSI:MS]"	"MS:1001534 ! Bruker Daltonics flex series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000697"	"Bruker Daltonics HCT Series"	NA	"\"Bruker Daltonics' HCT Series.\" [PSI:MS]"	"MS:1000122 ! Bruker Daltonics instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000698"	"HCTultra"	NA	"\"Bruker Daltonics' HCTultra: ESI TOF, Nanospray, APCI, APPI.\" [PSI:MS]"	"MS:1000697 ! Bruker Daltonics HCT Series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000699"	"HCTultra PTM"	NA	"\"Bruker Daltonics' HCTultra PTM: ESI TOF, Nanospray, APCI, APPI, PTR.\" [PSI:MS]"	"MS:1000697 ! Bruker Daltonics HCT Series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000700"	"HCTultra ETD II"	NA	"\"Bruker Daltonics' HCTultra ETD II: ESI Q-TOF, Nanospray, APCI, APPI, ETD.\" [PSI:MS]"	"MS:1000697 ! Bruker Daltonics HCT Series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000701"	"microflex LT"	NA	"\"Bruker Daltonics' microflex LT: MALDI TOF.\" [PSI:MS]"	"MS:1001534 ! Bruker Daltonics flex series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000702"	"micrOTOF"	NA	"\"Bruker Daltonics' micrOTOF: ESI TOF, APCI, APPI.\" [PSI:MS]"	"MS:1001536 ! Bruker Daltonics micrOTOF series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000703"	"micrOTOF-Q"	NA	"\"Bruker Daltonics' micrOTOF-Q: ESI Q-TOF, Nanospray, APCI, APPI.\" [PSI:MS]"	"MS:1001536 ! Bruker Daltonics micrOTOF series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000704"	"micrOTOF-Q II"	NA	"\"Bruker Daltonics' micrOTOF-Q II: ESI Q-TOF, Nanospray, APCI, APPI.\" [PSI:MS]"	"MS:1001536 ! Bruker Daltonics micrOTOF series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000705"	"ultraflex III TOF/TOF"	NA	"\"Bruker Daltonics' ultraflex III TOF/TOF: MALDI TOF.\" [PSI:MS]"	"MS:1001534 ! Bruker Daltonics flex series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000706"	"apexControl"	NA	"\"Bruker software for data acquisition.\" [PSI:MS]"	"MS:1001455 ! acquisition software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000707"	"BioTools"	NA	"\"Bruker software for data analysis.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000708"	"CLINPROT"	NA	"\"Bruker CLINPROT software.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000709"	"CLINPROT micro"	NA	"\"Bruker CLINPROT micro software.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000710"	"CLINPROT robot"	NA	"\"Bruker CLINPROT robot software.\" [PSI:MS]"	"MS:1000692 ! Bruker software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000711"	"ClinProTools"	NA	"\"Bruker ClinProTools software.\" [PSI:MS]"	"MS:1000692 ! Bruker software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000712"	"Compass"	NA	"\"Bruker Compass software.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000713"	"Compass for HCT/esquire"	NA	"\"Bruker Compass for HCT/esquire software.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000714"	"Compass for micrOTOF"	NA	"\"Bruker Compass for micrOTOF software.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000715"	"Compass OpenAccess"	NA	"\"Bruker compass OpenAccess software.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000716"	"Compass Security Pack"	NA	"\"Bruker compass Security Pack software.\" [PSI:MS]"	"MS:1000692 ! Bruker software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000717"	"CompassXport"	NA	"\"Bruker stand-alone software for data conversion.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000718"	"CompassXtract"	NA	"\"Bruker software library for data access.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000719"	"DataAnalysis"	NA	"\"Bruker software for data analysis.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000720"	"dpControl"	NA	"\"Bruker software for data acquisition.\" [PSI:MS]"	"MS:1001455 ! acquisition software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000721"	"esquireControl"	NA	"\"Bruker software for data acquisition.\" [PSI:MS]"	"MS:1001455 ! acquisition software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000722"	"flexImaging"	NA	"\"Bruker software for data analysis.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000723"	"GENOLINK"	NA	"\"Bruker GENOLINK software.\" [PSI:MS]"	"MS:1000692 ! Bruker software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000724"	"GenoTools"	NA	"\"Bruker GenoTools software.\" [PSI:MS]"	"MS:1000692 ! Bruker software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000725"	"HCTcontrol"	NA	"\"Bruker software for data acquisition.\" [PSI:MS]"	"MS:1001455 ! acquisition software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000726"	"micrOTOFcontrol"	NA	"\"Bruker software for data acquisition.\" [PSI:MS]"	"MS:1001455 ! acquisition software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000727"	"PolyTools"	NA	"\"Bruker PolyTools software.\" [PSI:MS]"	"MS:1000692 ! Bruker software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000728"	"ProfileAnalysis"	NA	"\"Bruker software for data analysis.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000729"	"PROTEINEER"	NA	"\"Bruker PROTEINEER software.\" [PSI:PI]"	"MS:1000692 ! Bruker software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000730"	"PROTEINEER dp"	NA	"\"Bruker PROTEINEER dp software.\" [PSI:PI]"	"MS:1000692 ! Bruker software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000731"	"PROTEINEER fc"	NA	"\"Bruker PROTEINEER fc software.\" [PSI:PI]"	"MS:1000692 ! Bruker software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000732"	"PROTEINEER spII"	NA	"\"Bruker PROTEINEER spII software.\" [PSI:PI]"	"MS:1000692 ! Bruker software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000733"	"PROTEINEER-LC"	NA	"\"Bruker PROTEINEER-LC software.\" [PSI:PI]"	"MS:1000692 ! Bruker software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000734"	"ProteinScape"	NA	"\"Bruker ProteinScape software.\" [PSI:PI]"	"MS:1001456 ! analysis software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000735"	"PureDisk"	NA	"\"BrukerPureDisk software.\" [PSI:MS]"	"MS:1000692 ! Bruker software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000736"	"QuantAnalysis"	NA	"\"Bruker software for data analysis.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000737"	"spControl"	NA	"\"Bruker software for data acquisition.\" [PSI:MS]"	"MS:1001455 ! acquisition software"	NA	NA	NA	FALSE	NA	NA	NA
